,keyword,Relative_Frequency.21,Relative_Frequency
63,meet,0.0009980039920159,0.0014545454545454
64,meets,0.0009980039920159,0.0001454545454545
65,methane,0.0009980039920159,0.0001454545454545
66,mitigation,0.0009980039920159,0.0196363636363636
67,number,0.0059880239520958,0.0005818181818181
68,office,0.0009980039920159,0.000290909090909
69,operation,0.0029940119760479,0.0010181818181818
70,operations,0.0009980039920159,0.0001454545454545
71,opportunities,0.0009980039920159,0.0004363636363636
72,organization,0.0009980039920159,0.000290909090909
73,partnerships,0.0009980039920159,0.0001454545454545
74,people,0.0009980039920159,0.0013090909090909
75,place,0.0009980039920159,0.0005818181818181
76,plan,0.0019960079840319,0.000290909090909
77,planning,0.0019960079840319,0.0001454545454545
78,power,0.0009980039920159,0.000290909090909
79,practice,0.0009980039920159,0.000290909090909
80,practices,0.0019960079840319,0.000290909090909
81,procedure,0.0029940119760479,0.000290909090909
82,process,0.0039920159680638,0.0008727272727272
83,project,0.0099800399201596,0.0010181818181818
84,projects,0.0009980039920159,0.000290909090909
85,provide,0.0009980039920159,0.0005818181818181
86,purposes,0.0009980039920159,0.0042181818181818
87,quality,0.0019960079840319,0.0008727272727272
88,quantity,0.0009980039920159,0.0014545454545454
89,recovery,0.0019960079840319,0.0001454545454545
90,registration,0.0019960079840319,0.0008727272727272
91,report,0.0109780439121756,0.0046545454545454
92,reporting,0.0009980039920159,0.0016
93,representation,0.0009980039920159,0.0004363636363636
94,requirements,0.0009980039920159,0.0049454545454545
95,research,0.0009980039920159,0.000290909090909
96,resources,0.0009980039920159,0.0024727272727272
97,rights,0.0029940119760479,0.0026181818181818
98,sector,0.0029940119760479,0.0014545454545454
99,services,0.0009980039920159,0.000290909090909
100,source,0.0009980039920159,0.0001454545454545
101,specifications,0.0009980039920159,0.0001454545454545
102,stakeholder,0.0009980039920159,0.0001454545454545
103,stakeholders,0.0009980039920159,0.0023272727272727
104,standards,0.0019960079840319,0.0004363636363636
105,state,0.0019960079840319,0.0004363636363636
106,statement,0.0019960079840319,0.0001454545454545
107,strategy,0.0039920159680638,0.0008727272727272
108,stringent,0.0009980039920159,0.0001454545454545
109,studies,0.0009980039920159,0.0001454545454545
110,support,0.0009980039920159,0.0048
111,sustainability,0.0039920159680638,0.0001454545454545
112,team,0.0019960079840319,0.0010181818181818
113,teams,0.0009980039920159,0.0001454545454545
114,technology,0.0029940119760479,0.0020363636363636
115,total,0.0049900199600798,0.0001454545454545
116,transparency,0.0009980039920159,0.003490909090909
117,type,0.0009980039920159,0.000290909090909
118,united,0.0019960079840319,0.0005818181818181
119,value,0.0029940119760479,0.0001454545454545
120,way,0.0009980039920159,0.000290909090909
121,workforce,0.0019960079840319,0.0005818181818181
122,working,0.0009980039920159,0.0004363636363636
123,world,0.0009980039920159,0.0004363636363636
124,years,0.0019960079840319,0.0016
