,keyword,Relative_Frequency.23,Relative_Frequency
50,circumstances,9.129085265656382e-05,0.0029885057471264
51,climate,0.0002738725579696,0.0071264367816091
52,collaboration,0.0004108088369545,0.0018390804597701
53,committee,0.0008672631002373,0.008735632183908
54,communication,0.0001369362789848,0.0082758620689655
55,communications,0.0001825817053131,0.0073563218390804
56,communities,0.0011867810845353,0.0002298850574712
57,comparison,9.129085265656382e-05,0.0002298850574712
58,completeness,4.564542632828191e-05,0.0002298850574712
59,compliance,0.0020083987584444,0.0002298850574712
60,components,0.0001825817053131,0.000919540229885
61,concern,4.564542632828191e-05,0.0002298850574712
62,concerns,0.0001369362789848,0.0002298850574712
63,concrete,4.564542632828191e-05,0.0002298850574712
64,conference,0.0003195179842979,0.012183908045977
65,consideration,0.0001369362789848,0.0055172413793103
66,construction,0.0020540441847726,0.0002298850574712
67,contact,0.0003195179842979,0.0002298850574712
68,contacts,9.129085265656382e-05,0.0002298850574712
69,content,0.0003195179842979,0.000919540229885
70,contents,9.129085265656382e-05,0.0002298850574712
71,context,0.0001369362789848,0.0004597701149425
72,continue,0.0001825817053131,0.0002298850574712
73,contribute,0.0001369362789848,0.0002298850574712
74,contribution,0.0003195179842979,0.0073563218390804
75,contributions,0.0002282271316414,0.0114942528735632
76,convention,0.0001369362789848,0.0036781609195402
77,cooperation,0.0020996896111009,0.0006896551724137
78,countries,0.0005020996896111,0.0064367816091954
79,country,0.0002282271316414,0.0094252873563218
80,coverage,0.0001369362789848,0.0006896551724137
81,creation,0.0004108088369545,0.0002298850574712
82,criteria,0.0005020996896111,0.0002298850574712
83,data,0.0023279167427423,0.0011494252873563
84,data,9.129085265656382e-05,0.0011494252873563
85,date,9.129085265656382e-05,0.0006896551724137
86,days,0.0002738725579696,0.0004597701149425
87,december,0.0006390359685959,0.0036781609195402
88,decision,0.0002738725579696,0.0236781609195402
89,decisions,0.0003195179842979,0.0025287356321839
90,deposit,0.0001825817053131,0.0002298850574712
91,description,0.0001369362789848,0.0004597701149425
92,development,4.564542632828191e-05,0.0034482758620689
93,development,0.0049753514697827,0.0034482758620689
94,disaster,9.129085265656382e-05,0.0002298850574712
95,document,0.0004564542632828,0.0011494252873563
96,documents,0.0005477451159393,0.0018390804597701
97,draft,0.0002738725579696,0.0013793103448275
98,economic,0.0010498448055504,0.0002298850574712
99,economy,0.0001369362789848,0.0002298850574712
100,education,0.0020083987584444,0.0002298850574712
101,effectiveness,9.129085265656382e-05,0.0013793103448275
102,effects,4.564542632828191e-05,0.0011494252873563
103,efficiency,0.0022366258900858,0.0002298850574712
104,effort,0.0005020996896111,0.0004597701149425
105,efforts,0.0015062990688333,0.0039080459770114
106,element,0.0003195179842979,0.0002298850574712
107,elements,0.0002282271316414,0.0013793103448275
108,emission,9.129085265656382e-05,0.0006896551724137
109,emissions,4.564542632828191e-05,0.0059770114942528
110,emissions,0.0028300164323534,0.0059770114942528
111,end,0.0007759722475807,0.0002298850574712
112,energy,0.0045188972064999,0.0004597701149425
113,enhance,0.0001369362789848,0.0013793103448275
114,enhanced,4.564542632828191e-05,0.0002298850574712
115,entities,0.0042450246485302,0.0025287356321839
116,environment,4.564542632828191e-05,0.0006896551724137
117,environment,0.004062442943217,0.0006896551724137
118,environments,9.129085265656382e-05,0.0006896551724137
119,equity,0.0001369362789848,0.0004597701149425
120,estimate,4.564542632828191e-05,0.0002298850574712
121,estimation,9.129085265656382e-05,0.0002298850574712
122,evaluation,0.0006846813949242,0.0002298850574712
123,event,0.0004564542632828,0.0004597701149425
124,events,0.0010498448055504,0.0004597701149425
125,example,0.0001369362789848,0.0004597701149425
126,examples,4.564542632828191e-05,0.0004597701149425
127,exchange,0.0002738725579696,0.0006896551724137
128,executive,0.000821617673909,0.0004597701149425
129,experience,0.0005020996896111,0.000919540229885
130,expert,0.0001825817053131,0.0027586206896551
131,experts,0.0004108088369545,0.0013793103448275
132,explanation,4.564542632828191e-05,0.0004597701149425
133,facilitate,4.564542632828191e-05,0.0016091954022988
134,facilitating,4.564542632828191e-05,0.0002298850574712
135,facility,0.0003651634106262,0.0006896551724137
136,factors,0.0004108088369545,0.0002298850574712
137,features,4.564542632828191e-05,0.0006896551724137
138,february,9.129085265656382e-05,0.0004597701149425
139,fields,0.0012324265108636,0.0002298850574712
140,finance,0.0001825817053131,0.004367816091954
141,financial,0.0002738725579696,0.0018390804597701
142,flexibility,4.564542632828191e-05,0.0004597701149425
143,flows,9.129085265656382e-05,0.0002298850574712
144,following,0.0001825817053131,0.0002298850574712
145,forests,4.564542632828191e-05,0.0004597701149425
146,format,4.564542632828191e-05,0.0004597701149425
147,formulate,4.564542632828191e-05,0.0004597701149425
148,forum,0.0006846813949242,0.0027586206896551
149,framework,0.001460653642505,0.0013793103448275
150,functions,0.0003651634106262,0.0020689655172413
151,fund,0.0003651634106262,0.0022988505747126
152,gas,0.010041993792222,0.0022988505747126
153,gases,4.564542632828191e-05,0.0002298850574712
154,general,0.0006846813949242,0.0002298850574712
155,global,0.0007303268212525,0.000919540229885
156,goals,0.0007759722475807,0.000919540229885
157,greenhouse,0.001141135658207,0.0022988505747126
158,group,0.0087639218550301,0.0036781609195402
159,groups,0.0007759722475807,0.000919540229885
160,growth,0.0010041993792222,0.0002298850574712
161,guidance,0.0005933905422676,0.008735632183908
162,guidelines,0.0006390359685959,0.0016091954022988
163,help,0.0002738725579696,0.0002298850574712
164,ideas,0.0001369362789848,0.0002298850574712
165,identification,4.564542632828191e-05,0.0006896551724137
166,impact,0.001460653642505,0.0016091954022988
167,impacts,0.0007303268212525,0.0032183908045977
168,implementation,0.0010041993792222,0.0124137931034482
169,implications,4.564542632828191e-05,0.0016091954022988
170,importance,0.0002282271316414,0.0011494252873563
171,incentives,0.0002738725579696,0.0002298850574712
172,include,4.564542632828191e-05,0.000919540229885
173,increase,0.0007759722475807,0.0006896551724137
174,indicator,0.0006846813949242,0.0002298850574712
175,indicators,0.0022366258900858,0.0006896551724137
176,industry,0.0019171079057878,0.0002298850574712
177,information,0.0032864706956362,0.0188505747126436
178,information,4.564542632828191e-05,0.0188505747126436
179,information,4.564542632828191e-05,0.0188505747126436
180,initiatives,0.001460653642505,0.0002298850574712
181,input,0.0001369362789848,0.0004597701149425
182,institutions,0.0013693627898484,0.0013793103448275
183,integration,0.0002282271316414,0.0002298850574712
184,integrity,0.0005020996896111,0.0004597701149425
185,inventories,4.564542632828191e-05,0.0002298850574712
186,inventory,9.129085265656382e-05,0.000919540229885
187,investments,0.0005933905422676,0.0002298850574712
188,island,0.0002738725579696,0.0002298850574712
189,issues,0.0006390359685959,0.0002298850574712
190,jobs,0.0004108088369545,0.0002298850574712
191,june,0.0003651634106262,0.0020689655172413
192,knowledge,0.0003195179842979,0.0011494252873563
193,lands,0.0001369362789848,0.0004597701149425
194,least,4.564542632828191e-05,0.0034482758620689
195,lessons,0.0001825817053131,0.0013793103448275
196,level,0.0012780719371918,0.0004597701149425
197,levels,0.0004108088369545,0.0016091954022988
198,line,0.0008672631002373,0.0025287356321839
199,links,4.564542632828191e-05,0.0002298850574712
200,maintains,4.564542632828191e-05,0.0002298850574712
201,maintenance,0.0007303268212525,0.0002298850574712
202,manage,0.0001369362789848,0.0004597701149425
203,management,0.0103615117765199,0.0004597701149425
204,mandate,4.564542632828191e-05,0.0004597701149425
205,manner,0.0001369362789848,0.0004597701149425
206,march,0.0002282271316414,0.0002298850574712
207,matter,9.129085265656382e-05,0.0011494252873563
208,matters,0.0005020996896111,0.0064367816091954
209,measures,0.001141135658207,0.0055172413793103
210,mechanism,9.129085265656382e-05,0.0018390804597701
211,meeting,0.0005933905422676,0.0117241379310344
212,meetings,0.0009585539528939,0.0006896551724137
213,member,0.0004108088369545,0.000919540229885
214,members,0.0010954902318787,0.0025287356321839
215,methodologies,0.0002282271316414,0.0059770114942528
216,methodology,0.0007759722475807,0.0002298850574712
217,methods,0.0001369362789848,0.0004597701149425
218,metrics,9.129085265656382e-05,0.0013793103448275
219,minimize,9.129085265656382e-05,0.0002298850574712
220,mining,4.564542632828191e-05,0.0002298850574712
221,mitigation,4.564542632828191e-05,0.0045977011494252
222,model,0.0006846813949242,0.0002298850574712
223,models,0.0001369362789848,0.0002298850574712
224,monitoring,0.0008672631002373,0.0002298850574712
225,move,4.564542632828191e-05,0.0002298850574712
226,name,0.0008672631002373,0.0002298850574712
227,national,0.0006390359685959,0.0006896551724137
228,nations,0.0002282271316414,0.0016091954022988
229,nature,0.0006846813949242,0.0004597701149425
230,needs,0.0004564542632828,0.0034482758620689
231,network,0.0002738725579696,0.0004597701149425
232,note,0.0001369362789848,0.0018390804597701
233,november,0.0003195179842979,0.0016091954022988
234,number,0.0036059886799342,0.0006896551724137
235,obligations,0.0004564542632828,0.0002298850574712
236,office,0.0003195179842979,0.0004597701149425
237,official,4.564542632828191e-05,0.0004597701149425
238,operation,0.0009129085265656,0.0034482758620689
239,opportunities,0.0002738725579696,0.0002298850574712
240,options,4.564542632828191e-05,0.0006896551724137
241,order,0.0008672631002373,0.0013793103448275
242,organization,0.0007759722475807,0.0002298850574712
243,organizations,0.0007303268212525,0.0032183908045977
244,outcomes,4.564542632828191e-05,0.0002298850574712
245,outputs,9.129085265656382e-05,0.0002298850574712
246,page,0.0007303268212525,0.0004597701149425
247,panel,0.0001825817053131,0.0016091954022988
248,paper,4.564542632828191e-05,0.0002298850574712
249,papers,4.564542632828191e-05,0.0002298850574712
250,parameters,0.0001825817053131,0.0002298850574712
251,paris,4.564542632828191e-05,0.0413793103448275
252,part,0.0041080883695453,0.0020689655172413
253,participation,0.0005020996896111,0.0004597701149425
254,parties,0.0006846813949242,0.053103448275862
255,partner,0.0007303268212525,0.0004597701149425
256,parts,4.564542632828191e-05,0.0004597701149425
257,party,9.129085265656382e-05,0.0078160919540229
258,peoples,0.0013693627898484,0.0004597701149425
259,percentage,0.0004108088369545,0.0002298850574712
260,period,0.0025104984480555,0.0006896551724137
261,periods,0.0002282271316414,0.0004597701149425
262,plan,0.0007303268212525,0.000919540229885
263,planning,0.0003195179842979,0.000919540229885
264,plans,0.0009129085265656,0.0036781609195402
265,platform,0.0003195179842979,0.0006896551724137
266,point,0.0001369362789848,0.0027586206896551
267,policies,0.0006846813949242,0.0011494252873563
268,policy,0.0018714624794595,0.000919540229885
269,portal,4.564542632828191e-05,0.0004597701149425
270,position,0.0002738725579696,0.0002298850574712
271,practices,0.0015062990688333,0.0020689655172413
272,preparation,0.0003195179842979,0.0011494252873563
273,prepare,0.0001369362789848,0.000919540229885
274,president,0.0005477451159393,0.0002298850574712
275,principle,0.0019627533321161,0.0002298850574712
276,priorities,0.0005933905422676,0.0016091954022988
277,priority,0.0008672631002373,0.0002298850574712
278,procedures,0.0010954902318787,0.0041379310344827
279,process,0.0031951798429797,0.0006896551724137
280,processes,0.0006390359685959,0.0006896551724137
281,products,0.001460653642505,0.0004597701149425
282,progress,0.0012324265108636,0.0016091954022988
283,project,0.0036059886799342,0.0002298850574712
284,projects,0.0043363155011867,0.0004597701149425
285,promote,0.0004108088369545,0.0004597701149425
286,proposals,9.129085265656382e-05,0.0002298850574712
287,protocol,4.564542632828191e-05,0.0016091954022988
288,providers,0.0002282271316414,0.0004597701149425
289,provisions,0.0001825817053131,0.0011494252873563
290,public,0.0004108088369545,0.0002298850574712
291,purposes,0.0005933905422676,0.0002298850574712
292,pursuant,0.0002282271316414,0.0002298850574712
293,qualifications,0.0002738725579696,0.0002298850574712
294,quality,0.0010041993792222,0.0002298850574712
295,ratification,4.564542632828191e-05,0.0002298850574712
296,recognition,0.0001825817053131,0.0006896551724137
297,recognize,0.0001369362789848,0.0002298850574712
298,recommendations,0.0003651634106262,0.0018390804597701
299,record,0.0003651634106262,0.000919540229885
300,reduction,0.0004108088369545,0.000919540229885
301,reference,0.0004108088369545,0.0029885057471264
302,regions,0.0023279167427423,0.0002298850574712
303,relevant,0.0001369362789848,0.0002298850574712
304,report,0.0083531130180755,0.0032183908045977
305,report,4.564542632828191e-05,0.0032183908045977
306,reports,0.0012780719371918,0.0022988505747126
307,representation,4.564542632828191e-05,0.0002298850574712
308,request,4.564542632828191e-05,0.0002298850574712
309,requests,0.0001825817053131,0.0066666666666666
310,resources,0.0030125981376666,0.0059770114942528
311,respect,0.0001369362789848,0.0002298850574712
312,respond,4.564542632828191e-05,0.0002298850574712
313,response,0.0017345262004747,0.005287356321839
314,responses,4.564542632828191e-05,0.0002298850574712
315,responsibilities,0.0002738725579696,0.0002298850574712
316,result,0.0006390359685959,0.0002298850574712
317,results,0.0007759722475807,0.0002298850574712
318,review,0.0001825817053131,0.000919540229885
319,risk,0.0025561438743837,0.0002298850574712
320,risks,0.0015975899214898,0.0002298850574712
321,roles,4.564542632828191e-05,0.0004597701149425
322,scientific,0.0001369362789848,0.0011494252873563
323,scope,4.564542632828191e-05,0.000919540229885
324,scope,0.0004564542632828,0.000919540229885
325,section,0.0015975899214898,0.0011494252873563
326,sections,0.0004564542632828,0.0002298850574712
327,sector,0.0002738725579696,0.0002298850574712
328,sector,0.0002738725579696,0.0004597701149425
329,sectors,4.564542632828191e-05,0.000919540229885
330,security,0.0010041993792222,0.0004597701149425
331,security,4.564542632828191e-05,0.0004597701149425
332,services,0.0020540441847726,0.0002298850574712
333,services,4.564542632828191e-05,0.0002298850574712
334,session,0.0001369362789848,0.0064367816091954
335,sessions,0.0001369362789848,0.0020689655172413
336,settlements,4.564542632828191e-05,0.0002298850574712
337,share,0.0004564542632828,0.0002298850574712
338,source,0.0002282271316414,0.0006896551724137
339,sources,0.0003195179842979,0.0011494252873563
340,special,4.564542632828191e-05,0.0006896551724137
341,stakeholders,0.0013237173635201,0.0018390804597701
342,standing,4.564542632828191e-05,0.0013793103448275
343,state,0.00292130728501,0.0002298850574712
344,states,0.0001825817053131,0.000919540229885
345,status,0.0004564542632828,0.0004597701149425
346,steps,0.0004108088369545,0.0004597701149425
347,stock,0.0001369362789848,0.0002298850574712
348,strategies,0.0004108088369545,0.0018390804597701
349,structure,0.0005477451159393,0.0004597701149425
350,studies,0.0005020996896111,0.0006896551724137
351,subsidiary,0.0002282271316414,0.0068965517241379
352,support,0.0031495344166514,0.0101149425287356
353,synergies,0.0001369362789848,0.0002298850574712
354,synthesis,9.129085265656382e-05,0.0011494252873563
355,system,0.0062534234069746,0.0002298850574712
356,systems,0.0010041993792222,0.000919540229885
357,target,0.0007303268212525,0.0006896551724137
358,targets,0.0005933905422676,0.0006896551724137
359,technological,0.0002738725579696,0.0011494252873563
360,technology,0.0021909804637575,0.0018390804597701
361,term,0.0001369362789848,0.0004597701149425
362,terms,0.0010498448055504,0.000919540229885
363,time,0.0007303268212525,0.0027586206896551
364,title,4.564542632828191e-05,0.0004597701149425
365,tools,0.0001825817053131,0.0011494252873563
366,towards,0.0001369362789848,0.0006896551724137
367,track,9.129085265656382e-05,0.0002298850574712
368,transfer,0.0001825817053131,0.0004597701149425
369,transformation,9.129085265656382e-05,0.0002298850574712
370,transition,0.0001369362789848,0.0004597701149425
371,transmission,4.564542632828191e-05,0.0002298850574712
372,transmit,4.564542632828191e-05,0.0002298850574712
373,transparency,0.0001825817053131,0.0027586206896551
374,transport,0.0003651634106262,0.0002298850574712
375,type,0.0003195179842979,0.0004597701149425
376,types,0.0004108088369545,0.0004597701149425
377,understanding,4.564542632828191e-05,0.0004597701149425
378,united,0.0003195179842979,0.0016091954022988
379,updates,0.0001369362789848,0.0004597701149425
380,use,0.001141135658207,0.0018390804597701
381,users,4.564542632828191e-05,0.0011494252873563
382,values,0.0004108088369545,0.0004597701149425
383,variety,0.0002282271316414,0.0002298850574712
384,vehicle,9.129085265656382e-05,0.0002298850574712
385,version,0.0002282271316414,0.0006896551724137
386,view,0.0001369362789848,0.0022988505747126
387,visibility,4.564542632828191e-05,0.0002298850574712
388,water,0.0028756618586817,0.0002298850574712
389,way,0.0004108088369545,0.0002298850574712
390,ways,9.129085265656382e-05,0.0004597701149425
391,work,0.00292130728501,0.0075862068965517
392,workforce,0.0002738725579696,0.0002298850574712
393,workshop,0.0004564542632828,0.0002298850574712
394,workshops,9.129085265656382e-05,0.0011494252873563
395,world,0.001141135658207,0.0002298850574712
396,year,0.0048384151907978,0.0022988505747126
397,years,0.0013693627898484,0.0006896551724137
